OA_MAIS,GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_OTVEHWGT,GV_SPLIMIT,OA_AGE,OA_HEIGHT,OA_WEIGHT,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT,GV_MODELYR,GV_WGTCDTR,OA_BAGDEPLY,OA_MANUSE,OA_SEX,VE_GAD1
0,2490,,,,2,1420,40,37,185,104,170,352,175,5.984,2004,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1530,-2,12,121,3,1570,40,67,165,75,157,276,305,4.3332,2001,Passenger Car,Not Deployed,1,Female,Rear
0,1450,,,,2,1660,50,40,,,154,273,135,4.2042,2006,Passenger Car,Deployed,1,Female,Front
0,1420,0,-14,75,2,2040,25,27,173,70,148,262,135,3.8776,2004,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,1760,,,,2,,35,39,,,151,268,,4.0468,2000,Truck (<=6000 lbs.),Not Deployed,0,Male,Rear
0,1290,-4,-21,585,2,1480,35,48,160,66,145,260,145,3.77,2004,Passenger Car,Deployed,1,Female,Front
0,1950,,,,5,,40,60,175,75,157,309,125,4.8513,2004,Passenger Car,Deployed,1,Male,Front
0,1500,7,-19,156,4,1930,40,17,183,68,158,276,115,4.3608,2004,Passenger Car,Deployed,1,Male,Front
0,1320,-8,-21,884,2,1570,35,18,180,64,152,270,155,4.104,2000,Passenger Car,Deployed,1,Male,Right
0,1570,16,-6,126,2,1320,35,17,165,73,156,284,65,4.4304,2004,Passenger Car,Deployed,1,Female,Front
0,1200,,,,3,2090,55,29,170,57,147,260,,3.822,2002,Passenger Car,Not Deployed,1,Female,
0,1360,,,,2,,45,28,170,79,154,266,145,4.0964,2001,Passenger Car,Deployed,0,Male,Front
0,1840,,,,2,1970,45,53,,,155,272,,4.216,2004,Truck (<=6000 lbs.),Not Deployed,0,Female,Left
0,1750,,,,2,1380,35,49,175,82,149,258,,3.8442,2001,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1260,,,,2,1530,40,45,,,147,261,,3.8367,2005,Passenger Car,Not Deployed,,Male,Front
0,1530,,,,2,1260,40,32,173,150,157,287,,4.5059,2002,Passenger Car,Not Deployed,0,Female,Rear
0,2060,-5,-14,203,3,1320,,56,173,100,167,326,155,5.4442,2004,Truck (<=10000 lbs.),Not Deployed,0,Male,Front
0,1380,11,-30,449,2,2050,35,41,175,48,151,272,115,4.1072,2001,Passenger Car,Deployed,1,Female,Front
0,1600,16,-9,408,2,1470,45,41,,,150,285,75,4.275,2005,Passenger Car,Not Deployed,0,Male,Left
0,1410,-28,-16,924,2,2560,25,49,155,100,153,274,195,4.1922,2004,Passenger Car,Deployed,1,Female,Right
0,1840,,,,5,,45,53,180,84,156,256,,3.9936,2005,Passenger Car,Deployed,1,Male,Front
0,1390,,,,2,,35,20,160,50,157,274,,4.3018,2005,Passenger Car,Not Deployed,1,Female,Front
0,1880,,,,2,1380,40,39,160,64,142,272,,3.8624,2001,Truck (<=6000 lbs.),Not Deployed,0,Female,Front
0,1210,,,,3,1800,35,75,183,122,147,262,,3.8514,2005,Passenger Car,Not Deployed,1,Female,Front
0,1760,,,,2,1130,35,32,,,151,269,,4.0619,2004,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,1130,,,,2,1890,45,43,157,54,146,260,,3.796,2003,Passenger Car,Not Deployed,1,Female,Front
0,1320,6,-16,461,2,1630,25,20,160,59,149,256,,3.8144,2007,Passenger Car,Not Deployed,1,Female,Left
0,1630,-11,-6,222,2,1320,40,16,175,61,149,284,195,4.2316,2000,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,2120,,,,5,1390,45,38,168,113,173,357,,6.1761,2003,Truck (<=10000 lbs.),Not Deployed,1,Female,Front
0,1870,,,,5,1360,,66,,,162,303,,4.9086,2002,Truck (<=6000 lbs.),Deployed,0,Male,Front
0,1720,-5,-14,189,2,2280,25,46,178,95,155,284,155,4.402,2002,Truck (<=6000 lbs.),Not Deployed,1,Male,Right
0,1250,-28,-10,866,5,1190,30,23,160,82,145,264,205,3.828,2003,Passenger Car,Deployed,1,Female,Right
0,1190,11,-30,275,5,1250,30,19,,,147,261,115,3.8367,2001,Passenger Car,Deployed,0,Female,Front
0,1180,0,-18,229,2,1080,35,72,185,118,147,262,135,3.8514,2002,Passenger Car,Not Deployed,1,Male,Front
0,1190,,,,2,1300,35,25,,,145,264,,3.828,2001,Passenger Car,Deployed,,Male,Front
0,1560,-7,-4,74,3,1540,40,32,160,73,157,277,195,4.3489,2001,Passenger Car,Deployed,1,,Right
0,1610,,,,3,1710,35,46,175,86,155,275,175,4.2625,2002,Passenger Car,Not Deployed,1,Male,Right
0,1960,10,-11,320,2,2470,40,34,155,45,168,300,95,5.04,2004,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,1400,,,,2,1320,40,51,163,100,,274,,,2004,Passenger Car,Not Deployed,1,Female,
0,1740,,,,4,,40,55,,,153,263,115,4.0239,2003,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1870,,,,2,,55,47,188,109,168,303,,5.0904,2006,Truck (<=6000 lbs.),Not Deployed,1,Male,Rear
0,1390,,,,3,1580,35,53,,,150,270,65,4.05,2001,Passenger Car,Deployed,,Female,Left
0,1550,,,,2,,35,24,170,66,154,285,115,4.389,2006,Passenger Car,Not Deployed,1,Female,Left
0,1710,,,,3,1710,40,46,163,57,154,284,,4.3736,2006,Passenger Car,Not Deployed,1,Female,Front
0,1580,,,,4,1440,40,30,178,84,156,281,145,4.3836,2000,Passenger Car,Deployed,1,Male,Front
0,1530,,,,2,2290,35,81,157,73,154,270,95,4.158,2003,Passenger Car,Deployed,1,Female,Front
0,2290,,,,2,1530,35,40,180,107,173,357,185,6.1761,2004,Truck (<=10000 lbs.),Not Deployed,0,Male,Right
0,1200,,,,5,1860,45,33,,,147,259,185,3.8073,2004,Passenger Car,Not Deployed,,Male,Right
0,1460,9,-24,622,4,1170,45,20,185,88,154,257,115,3.9578,2002,Passenger Car,Deployed,0,Male,Front
0,1540,,,,5,1570,40,51,178,86,148,319,,4.7212,2002,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1870,,,,2,2510,40,55,,,162,285,205,4.617,2005,Truck (<=6000 lbs.),Not Deployed,,Female,Right
0,2510,,,,2,1870,40,50,183,86,168,330,105,5.544,2004,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1580,,,,2,1740,,72,183,82,157,282,,4.4274,2006,Passenger Car,Not Deployed,1,Male,Front
0,1810,,,,5,1300,45,29,191,91,154,270,305,4.158,2001,Truck (<=6000 lbs.),Not Deployed,1,Male,Rear
0,1800,,,,2,1420,35,21,163,60,151,269,,4.0619,2003,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,1080,0,-32,411,2,2590,25,22,170,76,147,253,135,3.7191,2004,Passenger Car,Deployed,0,Male,Front
0,1500,,,,4,1860,45,32,,,149,267,,3.9783,2005,Passenger Car,Deployed,1,Male,Front
0,1860,,,,4,1500,45,54,165,91,162,303,305,4.9086,2006,Truck (<=6000 lbs.),Not Deployed,1,Female,Rear
0,1890,,,,5,1470,45,19,170,82,160,274,315,4.384,2005,Truck (<=6000 lbs.),Not Deployed,1,Male,Rear
0,1600,14,-2,177,7,1590,55,27,,,148,271,55,4.0108,2004,Passenger Car,Not Deployed,1,Male,Left
0,2390,-14,-39,1383,2,1970,35,56,,,172,357,155,6.1404,2005,Truck (<=10000 lbs.),Deployed,0,Male,Front
0,1380,23,-4,400,4,1270,35,31,175,75,150,264,,3.96,2003,Passenger Car,Not Deployed,1,Male,Left
0,1660,-21,-8,452,1,2210,35,33,,,157,286,205,4.4902,2005,Truck (<=6000 lbs.),Deployed,0,Male,Right
0,2220,6,-32,1231,2,1320,35,50,178,141,166,302,125,5.0132,2000,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1100,-14,-38,475,2,1790,25,23,157,50,147,262,155,3.8514,2001,Passenger Car,Deployed,1,Female,Front
0,1570,,,,2,2650,35,49,170,94,156,284,,4.4304,2004,Passenger Car,Deployed,1,Male,Front
0,1150,14,-2,140,2,1470,25,28,163,145,147,253,55,3.7191,2004,Passenger Car,Not Deployed,1,Female,Left
0,1550,-6,-34,466,2,2520,25,37,,,157,281,145,4.4117,2001,Passenger Car,Not Deployed,0,Female,Front
0,1130,,,,4,1500,55,31,,,146,260,,3.796,2003,Passenger Car,Not Deployed,1,Female,Left
0,1540,12,2,71,2,1110,25,25,,,150,285,35,4.275,2003,Passenger Car,Not Deployed,1,Female,Left
0,1140,1,-7,16,7,1660,45,49,155,51,146,260,125,3.796,2004,Passenger Car,Not Deployed,1,Female,Front
0,1660,4,-1,32,2,1140,45,55,,,163,268,35,4.3684,2005,Passenger Car,Not Deployed,1,Female,Left
0,2520,-10,-17,229,4,2180,35,19,188,116,170,299,165,5.083,2004,Truck (<=10000 lbs.),Not Deployed,0,Male,Front
0,1490,,,,6,,50,28,,,155,272,105,4.216,2001,Passenger Car,Deployed,1,Male,Front
0,1340,14,-16,244,7,2220,55,30,,,152,270,95,4.104,2002,Passenger Car,Not Deployed,1,Female,Front
0,1810,,,,2,,35,43,,,162,303,,4.9086,2005,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,,,,,2,1810,35,35,,,162,303,,4.9086,2006,Truck (<=6000 lbs.),Not Deployed,0,Female,Rear
0,1740,0,-21,355,1,,25,28,165,79,148,271,135,4.0108,2002,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1490,20,-3,314,2,1470,25,23,165,73,156,258,55,4.0248,2006,Passenger Car,Not Deployed,1,Female,Left
0,1110,,,,1,1600,25,25,,,147,262,,3.8514,2002,Passenger Car,Not Deployed,1,Female,Front
0,1520,18,-3,394,2,1580,45,52,170,73,157,276,55,4.3332,2000,Passenger Car,Not Deployed,0,Male,Left
0,1370,-9,-51,1211,7,2680,55,24,175,77,156,267,145,4.1652,2005,Passenger Car,Deployed,1,Male,Front
0,1600,4,-20,266,6,,50,46,,,158,276,125,4.3608,2002,Passenger Car,Not Deployed,1,Female,Front
0,1860,,,,2,1050,25,38,,,159,305,145,4.8495,2006,Passenger Car,Deployed,0,Male,Front
0,1500,3,-17,421,4,1500,35,23,175,84,153,268,145,4.1004,2006,Passenger Car,Deployed,1,Male,Front
0,1500,-3,17,72,4,1500,35,51,157,54,153,270,305,4.131,2005,Passenger Car,Not Deployed,1,Female,Rear
0,1570,42,-51,2734,5,1570,25,26,168,68,155,275,95,4.2625,2001,Passenger Car,Deployed,1,Male,Front
0,1480,-13,-11,436,4,1790,25,23,,,155,270,175,4.185,2004,Passenger Car,Deployed,1,Female,Right
0,1450,,,,7,1940,55,22,170,70,153,275,145,4.2075,2000,Passenger Car,Deployed,1,Male,Front
0,1900,,,,4,,55,37,170,91,162,290,115,4.698,2003,Passenger Car,Not Deployed,1,Female,Left
0,1450,3,-19,172,5,1070,35,36,,,146,261,125,3.8106,2000,Passenger Car,Deployed,1,Male,Front
0,1160,-4,-23,154,2,1280,25,21,183,70,147,262,145,3.8514,2004,Passenger Car,Not Deployed,0,Male,Front
0,1670,,,,4,1590,25,25,165,64,158,285,115,4.503,2002,Passenger Car,Deployed,0,Male,Front
0,1500,-2,-14,154,5,1460,40,64,168,100,157,276,145,4.3332,2004,Passenger Car,Not Deployed,1,Female,Front
0,1460,2,-14,82,5,1500,40,35,183,84,151,270,125,4.077,2003,Passenger Car,Deployed,1,Male,Front
0,1630,-6,-36,925,2,1030,45,66,178,98,149,284,145,4.2316,2000,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1530,,,,2,,,51,168,73,157,277,135,4.3489,2005,Passenger Car,Deployed,1,Female,Front
0,1790,,,,4,2090,40,33,188,89,160,285,135,4.56,2005,Truck (<=6000 lbs.),Deployed,0,Male,Front
0,1300,,,,2,,5,44,,,148,262,295,3.8776,2005,Passenger Car,Deployed,0,Female,Rear
0,2310,0,-9,121,2,1380,25,17,170,98,164,284,135,4.6576,2004,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1380,0,15,97,2,2310,25,24,163,73,150,272,315,4.08,2000,Passenger Car,Not Deployed,0,Female,Rear
0,1350,,,,3,1180,15,27,152,52,147,253,135,3.7191,2005,Passenger Car,Not Deployed,1,,Front
0,1530,14,-24,1269,2,1400,25,53,,,156,277,105,4.3212,2002,Passenger Car,Not Deployed,1,Female,Left
0,1560,23,-4,328,2,1300,35,32,,,152,266,55,4.0432,2001,Passenger Car,Not Deployed,1,Female,Left
0,1200,17,-10,501,4,1490,,35,163,,146,264,85,3.8544,2003,Passenger Car,Deployed,1,Female,Front
0,1760,14,-2,125,4,1090,15,34,160,62,156,333,55,5.1948,2002,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,1740,-1,-7,43,3,1160,35,39,168,75,152,265,,4.028,2003,Truck (<=6000 lbs.),Not Deployed,1,Male,
0,1060,14,-2,91,2,2650,35,45,,,143,260,45,3.718,2000,Passenger Car,Not Deployed,1,Male,Left
0,2650,0,-6,74,4,1060,35,46,,,171,337,135,5.7627,2005,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1480,3,-18,134,2,1900,25,23,180,68,155,267,125,4.1385,2000,Passenger Car,Not Deployed,1,Female,Front
0,1900,-13,-5,262,2,1480,25,41,180,86,152,265,205,4.028,2003,Truck (<=6000 lbs.),Not Deployed,1,Male,Right
0,1390,,,,4,,40,20,188,85,139,275,145,3.8225,2000,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,2010,-2,-9,58,2,1510,45,55,178,118,170,269,,4.573,2003,Truck (<=6000 lbs.),Not Deployed,1,Male,
0,2510,-15,-8,500,4,1630,45,43,165,83,161,307,195,4.9427,2000,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,1630,4,-24,322,4,2510,45,38,168,61,155,275,125,4.2625,2002,Passenger Car,Deployed,1,Female,Front
0,1270,0,-30,189,2,1400,30,81,157,70,151,259,135,3.9109,2005,Passenger Car,Deployed,1,Male,Front
0,1400,0,27,719,2,1270,30,59,188,134,150,272,315,4.08,2000,Passenger Car,Not Deployed,1,Male,Rear
0,1570,0,12,132,2,1520,35,52,178,95,155,281,315,4.3555,2004,Passenger Car,Not Deployed,1,Male,Rear
0,1580,-2,-13,271,2,1500,35,17,,,153,269,145,4.1157,2001,Passenger Car,Deployed,1,Male,Front
0,1500,11,-7,142,2,1580,35,23,173,102,148,319,75,4.7212,2005,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,1220,,,,1,,25,58,183,104,147,259,315,3.8073,2006,Passenger Car,Not Deployed,1,Male,Rear
0,1390,-6,-10,63,2,2080,45,19,178,84,149,252,165,3.7548,2003,Truck (<=6000 lbs.),Not Deployed,1,Male,Front
0,2080,8,-3,132,4,1390,45,36,173,78,158,287,65,4.5346,2005,Truck (<=6000 lbs.),Not Deployed,1,Male,Left
0,1450,0,-14,82,2,1050,35,26,170,61,150,270,135,4.05,2001,Passenger Car,Not Deployed,1,Male,Front
0,1370,,,,3,,40,24,170,111,153,262,,4.0086,2004,Truck (<=6000 lbs.),Not Deployed,1,Male,Left
0,950,-9,-11,85,4,1520,35,23,170,73,144,244,175,3.5136,2001,Passenger Car,Not Deployed,1,Male,Right
0,1320,0,17,207,2,1440,35,45,160,68,151,275,315,4.1525,2003,Passenger Car,Not Deployed,1,Female,Rear
0,1460,,,,2,1370,50,24,196,127,156,273,,4.2588,2006,Passenger Car,Not Deployed,1,Male,
0,1500,,,,2,1180,30,47,155,77,156,262,135,4.0872,2006,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1970,,,,2,1350,35,37,160,86,155,289,,4.4795,2003,Truck (<=6000 lbs.),Not Deployed,1,Female,
0,1630,8,-6,113,2,1540,40,73,152,82,158,281,85,4.4398,2006,Passenger Car,Not Deployed,1,Male,Left
0,1210,0,19,151,2,1760,25,33,168,100,145,248,315,3.596,2005,Passenger Car,Not Deployed,1,Female,Rear
0,1220,0,-23,257,4,1110,40,27,175,82,148,261,125,3.8628,2003,Passenger Car,Deployed,1,Male,Front
0,1300,,,,2,1530,35,18,,,150,253,,3.795,2006,Passenger Car,Not Deployed,1,Female,Left
0,1530,0,-10,82,2,1160,35,76,,,156,277,135,4.3212,2000,Passenger Car,Not Deployed,1,Male,Front
0,1900,0,19,269,2,1170,55,38,193,118,162,303,315,4.9086,2000,Truck (<=6000 lbs.),Not Deployed,1,Male,Rear
0,1570,,,,2,1560,25,48,163,50,150,262,,3.93,2004,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,1380,0,-16,93,2,1810,25,19,165,61,150,272,135,4.08,2001,Passenger Car,Not Deployed,1,Female,Front
0,2120,8,-1,149,2,1080,40,50,165,88,168,295,55,4.956,2004,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,1220,,,,2,1220,25,74,165,82,147,262,,3.8514,2005,Passenger Car,Not Deployed,1,Male,
0,1220,,,,2,1220,25,39,185,120,147,267,,3.9249,2003,Passenger Car,Not Deployed,1,Male,
0,1770,3,-15,360,4,1240,35,22,173,79,153,295,125,4.5135,2001,Truck (<=6000 lbs.),Not Deployed,1,Male,Front
0,1380,0,28,427,4,1880,40,47,175,84,151,272,315,4.1072,2001,Passenger Car,Not Deployed,1,Male,Rear
0,2290,0,-15,237,2,1500,30,71,,,165,323,135,5.3295,2001,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1500,0,-28,489,2,,30,64,175,95,150,273,135,4.095,2001,Passenger Car,Deployed,0,Male,Front
0,2320,0,-10,120,4,1500,40,43,173,75,167,400,135,6.68,2003,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1500,0,-20,185,4,1480,40,33,170,73,158,278,135,4.3924,2007,Passenger Car,Not Deployed,1,Male,Front
0,1710,0,-21,340,4,1190,40,37,165,61,157,286,135,4.4902,2006,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1190,0,30,407,4,1710,40,93,175,73,145,264,315,3.828,2001,Passenger Car,Not Deployed,1,Male,Rear
0,1800,0,-35,325,2,1530,35,46,178,100,151,269,135,4.0619,2002,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1070,-23,-19,557,3,1430,15,59,173,82,143,248,185,3.5464,2004,Passenger Car,Not Deployed,1,Male,Right
0,1550,-37,7,1566,2,1520,25,42,163,57,157,281,235,4.4117,2003,Passenger Car,Not Deployed,1,Female,Right
0,1520,0,-36,205,4,1550,30,21,170,61,157,276,135,4.3332,2000,Passenger Car,Deployed,1,Male,Front
0,2050,,,,2,,35,33,183,88,158,287,65,4.5346,2005,Truck (<=6000 lbs.),Not Deployed,1,Male,Left
0,1810,32,-6,1508,2,1530,25,41,152,93,161,303,55,4.8783,2005,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
1,1140,21,-25,196,3,1750,40,73,160,57,146,260,95,3.796,2005,Passenger Car,Deployed,1,Female,Left
0,1750,-16,-13,831,5,1140,40,78,178,76,162,303,185,4.9086,2000,Truck (<=6000 lbs.),Deployed,0,Male,Front
0,1210,,,,2,1880,35,29,157,61,145,264,135,3.828,2000,Passenger Car,Deployed,1,Female,Front
0,1880,,,,2,1210,35,27,168,75,142,272,315,3.8624,2002,Truck (<=6000 lbs.),Not Deployed,1,Female,Rear
0,1580,,,,2,1040,25,64,173,91,155,271,,4.2005,2005,Truck (<=6000 lbs.),Not Deployed,1,Male,Front
0,1090,-6,-16,260,4,1210,25,81,175,82,146,247,155,3.6062,2001,Passenger Car,Not Deployed,1,Male,Front
0,1710,,,,4,1190,40,35,165,84,161,288,,4.6368,2001,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,1800,-1,-4,14,4,1710,40,54,180,79,158,293,145,4.6294,2003,Passenger Car,Deployed,1,Male,Front
0,1380,,,,2,1820,35,25,163,75,150,263,135,3.945,2002,Passenger Car,Not Deployed,1,Female,Left
0,1820,,,,2,1380,35,48,196,91,152,320,135,4.864,2005,Truck (<=6000 lbs.),Not Deployed,0,Male,Left
0,1380,,,,2,1230,35,18,183,82,152,268,145,4.0736,2005,Passenger Car,Deployed,1,Male,Front
0,1520,-11,-13,180,1,1170,25,33,,,157,276,175,4.3332,2003,Passenger Car,Not Deployed,1,Male,Front
0,1170,16,-13,353,2,1520,25,63,188,113,150,267,85,4.005,2005,Passenger Car,Not Deployed,1,Male,Left
0,1560,6,-32,241,2,1530,25,24,178,82,158,277,125,4.3766,2000,Passenger Car,Deployed,1,Male,Front
0,1530,0,-32,1142,2,1560,25,41,175,113,156,277,135,4.3212,2000,Passenger Car,Deployed,1,Male,Front
0,1480,6,-10,203,2,1320,25,57,160,57,154,263,,4.0502,2006,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,2010,-8,-6,174,2,1010,35,79,180,91,157,278,,4.3646,2005,Truck (<=6000 lbs.),Not Deployed,1,Male,Right
0,1380,,,,2,1460,35,35,152,73,154,272,135,4.1888,2001,Passenger Car,Not Deployed,1,Female,Front
0,1450,,,,2,1480,0,24,,,150,248,215,3.72,2001,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,2370,,,,2,1700,40,43,142,58,168,330,135,5.544,2002,Truck (<=10000 lbs.),Deployed,1,Female,Front
0,1700,,,,2,2370,40,76,,,158,287,125,4.5346,2000,Passenger Car,Deployed,1,Male,Front
0,1210,-7,-20,194,2,1510,35,23,175,55,145,264,155,3.828,2003,Passenger Car,Deployed,0,Female,Front
0,1390,,,,4,1730,40,68,,,156,274,135,4.2744,2005,Passenger Car,Not Deployed,1,Female,Front
0,1890,5,-28,506,4,1850,45,66,180,82,160,305,,4.88,2006,Passenger Car,Deployed,1,Male,Front
0,1210,,,,2,1260,25,19,165,86,146,264,,3.8544,2004,Passenger Car,Deployed,1,Female,Front
0,1520,4,-23,454,7,1760,40,39,,,157,276,125,4.3332,2000,Passenger Car,Deployed,1,Male,Front
0,1560,118,-3,367,3,,25,62,168,73,154,272,55,4.1888,2001,Passenger Car,Not Deployed,1,Female,Left
0,1230,,,,4,,40,44,163,84,152,259,145,3.9368,2003,Passenger Car,Deployed,0,Female,Front
0,1500,0,-13,82,4,1360,40,39,175,113,150,272,135,4.08,2003,Passenger Car,Deployed,1,Female,Front
0,1070,0,-24,372,4,1360,40,84,168,75,143,260,135,3.718,2002,Passenger Car,Deployed,0,Female,Front
0,2010,11,-2,56,1,1590,35,24,173,57,156,295,55,4.602,2002,Truck (<=10000 lbs.),Not Deployed,1,Male,Left
0,1590,0,-14,256,4,2010,35,37,142,113,154,262,135,4.0348,2004,Truck (<=6000 lbs.),Deployed,0,Female,Front
0,1550,,,,2,,35,55,183,79,147,266,155,3.9102,2002,Passenger Car,Not Deployed,1,Male,Right
0,1790,,,,3,1690,35,18,175,125,160,285,155,4.56,2003,Truck (<=6000 lbs.),Not Deployed,1,Male,Front
0,1690,,,,3,1790,35,44,160,68,154,262,115,4.0348,2003,Truck (<=6000 lbs.),Deployed,1,Female,Left
0,1460,0,27,698,5,1770,35,56,180,91,155,270,315,4.185,2005,Passenger Car,Deployed,1,Male,Rear
0,1380,-39,-7,1501,2,2090,35,24,185,79,150,270,215,4.05,2001,Passenger Car,Deployed,0,Male,Right
0,2090,4,-25,509,2,1380,35,38,180,96,157,294,125,4.6158,2000,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1490,-11,-7,189,2,1330,25,40,,,153,270,195,4.131,2006,Passenger Car,Deployed,1,Male,Right
0,1460,0,-28,233,1,1850,55,59,160,66,151,270,,4.077,2004,Passenger Car,Not Deployed,1,Female,
0,1150,,,,3,2200,55,50,165,75,145,247,,3.5815,2000,Passenger Car,Not Deployed,1,Male,Rear
0,1150,,,,2,3090,55,50,183,102,145,247,305,3.5815,2001,Passenger Car,Not Deployed,1,Male,Rear
0,1270,3,-9,72,2,1180,25,40,157,79,148,262,115,3.8776,2006,Passenger Car,Not Deployed,1,Female,Left
0,1210,,,,2,,35,76,170,64,145,264,165,3.828,2004,Passenger Car,Not Deployed,1,Female,Right
0,1880,0,-17,120,2,1570,55,53,178,93,161,303,135,4.8783,2003,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1190,0,-16,108,2,1580,35,71,165,69,145,264,,3.828,2003,Passenger Car,Deployed,1,Female,Front
0,1230,-15,-3,151,4,1300,25,19,165,54,145,260,,3.77,2005,Passenger Car,Not Deployed,1,Female,Right
0,1580,,,,2,,50,36,163,77,154,270,135,4.158,2002,Passenger Car,Deployed,1,Female,Front
0,1970,17,-14,364,2,1860,35,17,178,66,155,289,85,4.4795,2003,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,1890,,,,2,2010,55,67,160,68,156,296,,4.6176,2006,Truck (<=10000 lbs.),Not Deployed,1,Female,
0,1890,,,,4,,55,28,160,59,155,289,235,4.4795,2003,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,2180,,,,3,,55,61,175,109,161,291,55,4.6851,2005,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,1750,-14,-38,941,3,1760,45,31,173,93,161,288,155,4.6368,2004,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,2480,10,-17,598,4,,45,42,191,127,174,351,105,6.1074,2002,Truck (<=10000 lbs.),Deployed,0,Male,Front
0,2580,,,,3,1650,50,37,,,174,348,65,6.0552,2005,Truck (<=10000 lbs.),Not Deployed,,Male,Left
0,1860,3,-18,242,2,1840,30,43,178,95,155,289,125,4.4795,2003,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1840,19,-3,366,2,1860,30,47,173,56,168,353,55,5.9304,2003,Truck (<=10000 lbs.),Deployed,1,Female,Left
0,1140,16,-9,135,3,1610,30,72,157,55,147,262,75,3.8514,2003,Passenger Car,Not Deployed,1,Female,Left
0,1640,4,-23,350,4,1760,30,27,173,109,154,275,125,4.235,2001,Passenger Car,Deployed,1,Female,Front
0,1650,15,-13,464,4,1310,45,43,,,158,285,85,4.503,2002,Passenger Car,Deployed,1,Male,Front
0,1360,19,-7,377,3,1260,30,40,185,102,156,272,65,4.2432,2003,Passenger Car,Not Deployed,1,Male,Left
0,1260,-8,-21,192,4,1360,30,43,173,115,150,271,155,4.065,2000,Passenger Car,Deployed,1,Female,Front
0,2480,-3,-15,348,2,1810,55,39,,,167,330,145,5.511,2005,Truck (<=10000 lbs.),Deployed,0,Male,Front
0,1810,3,19,140,2,2480,55,35,165,56,162,303,325,4.9086,2001,Truck (<=6000 lbs.),Not Deployed,1,Female,Rear
0,1150,,,,5,1440,35,37,,,146,260,215,3.796,2006,Passenger Car,Not Deployed,,Female,Right
0,1440,,,,4,1150,35,25,160,63,156,274,,4.2744,2005,Passenger Car,Deployed,1,Female,Front
0,1200,10,-12,85,4,1060,55,22,185,86,147,261,95,3.8367,2003,Passenger Car,Not Deployed,0,Male,Left
0,1360,,,,5,1720,40,43,175,88,156,272,125,4.2432,2003,Passenger Car,Deployed,1,Male,Front
0,1110,18,-3,244,4,2010,30,18,173,75,146,250,55,3.65,2001,Passenger Car,Not Deployed,1,Male,Left
0,1850,,,,3,,35,59,150,68,164,299,135,4.9036,2002,Passenger Car,Not Deployed,1,Female,Front
0,1790,,,,4,,30,38,180,91,162,290,45,4.698,2003,Passenger Car,Not Deployed,1,Male,Left
0,1220,0,-25,227,3,1680,35,26,170,95,153,260,135,3.978,2003,Passenger Car,Not Deployed,1,Female,Front
0,2840,3,-18,470,4,1150,55,41,152,95,174,438,125,7.6212,2003,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1150,-15,-40,1063,4,2840,55,26,,,146,260,155,3.796,2006,Passenger Car,Deployed,1,Male,Front
1,1520,0,-61,2047,2,1350,55,35,157,88,156,262,135,4.0872,2006,Truck (<=6000 lbs.),Deployed,1,Male,Front
