OA_MAIS,GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_OTVEHWGT,GV_SPLIMIT,OA_AGE,OA_HEIGHT,OA_WEIGHT,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT,GV_MODELYR,GV_WGTCDTR,OA_BAGDEPLY,OA_MANUSE,OA_SEX,VE_GAD1
0,1930,,,,5,1800,35,20,170,83,156,276,125,4.3056,2007,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,2220,-3,-16,77,7,1240,35,47,188,88,158,328,145,5.1824,2003,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1940,12,-22,885,7,1540,35,41,168,82,166,282,105,4.6812,2000,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1730,,,,5,1720,35,30,170,54,162,275,125,4.455,2008,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1430,,,,7,1820,35,25,173,59,155,280,,4.34,2006,Passenger Car,Not Deployed,1,Female,
0,1630,,,,2,,35,87,165,59,153,285,65,4.3605,2007,Passenger Car,Deployed,1,Male,Left
0,1440,39,-14,1806,5,1360,35,22,180,64,148,252,65,3.7296,2005,Passenger Car,Deployed,1,Male,Left
0,1480,9,-48,1781,7,1050,35,45,163,79,152,275,125,4.18,2003,Passenger Car,Deployed,1,Male,Front
0,1060,0,36,347,2,1950,35,17,163,57,143,260,315,3.718,2000,Passenger Car,Deployed,1,Female,Rear
0,2680,-4,-24,1021,3,1600,35,30,168,68,168,302,145,5.0736,2007,Truck (<=10000 lbs.),Deployed,1,Female,Front
0,1300,,,,2,1460,45,20,160,54,150,251,175,3.765,2000,Passenger Car,Deployed,1,Female,Front
0,1410,-10,-28,505,3,1190,35,18,165,70,153,267,155,4.0851,2001,Passenger Car,Deployed,1,Female,Front
0,1590,7,-42,1190,4,1890,30,23,185,68,155,272,125,4.216,2001,Passenger Car,Deployed,0,Male,Front
0,1140,0,27,363,5,2110,60,45,185,88,147,262,315,3.8514,2001,Passenger Car,Not Deployed,1,Female,Rear
0,1630,0,-16,140,2,1300,25,36,177,83,156,262,135,4.0872,2007,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1280,0,-21,101,6,1210,45,83,,,151,270,135,4.077,2008,Passenger Car,Deployed,1,Male,Front
0,1210,0,22,367,6,1280,45,64,178,73,149,262,315,3.9038,2005,Passenger Car,Not Deployed,1,Male,Rear
0,1200,-2,-12,131,2,1300,25,22,163,73,145,248,145,3.596,2003,Passenger Car,Deployed,1,Female,Front
0,1300,10,-2,162,2,1200,35,33,178,79,149,261,55,3.8889,2005,Passenger Car,Not Deployed,1,Female,Left
0,1870,,,,5,,60,25,188,104,163,291,325,4.7433,2006,Passenger Car,Not Deployed,1,Male,Left
0,1300,,,,3,,35,53,170,77,149,261,135,3.8889,2007,Passenger Car,Not Deployed,1,Female,Front
0,1280,,,,4,,35,52,,,149,262,175,3.9038,2006,Passenger Car,Not Deployed,0,Female,Front
0,1860,0,-52,3947,5,1460,45,21,,,,305,135,,2004,Truck (<=10000 lbs.),Deployed,,Male,Front
0,1460,-11,-61,737,5,1860,45,61,178,82,155,274,145,4.247,2004,Passenger Car,Deployed,1,Male,Front
0,1540,-21,-18,909,3,1800,35,29,170,70,157,278,185,4.3646,2008,Passenger Car,Not Deployed,1,Male,Right
0,1800,4,-25,355,4,1540,35,17,157,61,149,284,125,4.2316,2000,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1870,0,-27,529,2,2020,35,86,152,73,162,307,135,4.9734,2002,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1210,15,-18,185,2,1880,25,20,,,149,262,95,3.9038,2005,Passenger Car,Deployed,1,Male,Front
0,1880,-12,-10,432,2,1210,25,48,150,95,156,286,185,4.4616,2008,Truck (<=6000 lbs.),Deployed,1,Female,Right
0,1220,,,,5,1770,30,40,152,49,147,260,,3.822,2003,Passenger Car,Not Deployed,1,Female,
0,2720,0,-8,188,3,1700,40,45,170,118,171,389,,6.6519,2002,Truck (<=10000 lbs.),Not Deployed,1,Male,
0,1700,2,14,104,3,2720,40,32,,,155,284,325,4.402,2001,Truck (<=6000 lbs.),Not Deployed,1,Female,Rear
0,1480,0,-31,650,2,,45,17,193,84,150,263,135,3.945,2006,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1160,2,10,69,2,1480,45,50,150,47,147,260,325,3.822,2003,Passenger Car,Not Deployed,1,Female,Rear
0,1530,,,,4,2510,60,52,175,104,152,243,135,3.6936,2003,Passenger Car,Not Deployed,1,Male,Front
0,1520,4,-21,156,2,1510,30,46,,,157,276,125,4.3332,2007,Passenger Car,Not Deployed,1,Female,Front
1,1360,-82,0,6004,4,1700,40,26,175,86,149,253,225,3.7697,2005,Passenger Car,Not Deployed,1,Male,Right
0,1490,3,-16,189,6,1080,35,18,,,153,270,125,4.131,2006,Passenger Car,Not Deployed,1,Female,Front
0,2930,,,,6,1130,30,35,170,109,167,330,145,5.511,2004,Truck (<=10000 lbs.),Not Deployed,1,Male,Right
0,1170,15,-18,431,4,1580,30,42,183,93,147,260,95,3.822,2008,Passenger Car,Deployed,1,Male,Left
0,1580,-6,-18,141,5,1170,35,67,163,64,160,272,155,4.352,2008,Passenger Car,Deployed,0,Female,Front
0,1620,-15,-12,391,2,1320,40,17,168,82,156,262,185,4.0872,2005,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,1320,14,-17,385,3,1620,40,18,191,82,154,269,95,4.1426,2009,Passenger Car,Deployed,1,Male,Front
0,1640,-6,-10,177,4,1160,45,16,165,73,154,262,165,4.0348,2007,Truck (<=6000 lbs.),Not Deployed,1,Male,Right
0,2910,0,-18,428,3,2470,35,26,191,100,171,424,135,7.2504,2006,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,2840,-5,-9,302,2,1520,30,69,173,68,174,403,,7.0122,2003,Truck (<=10000 lbs.),Not Deployed,1,Male,
0,1400,5,-13,173,2,1440,35,18,157,82,150,272,115,4.08,2002,Passenger Car,Not Deployed,1,Female,Left
0,1520,0,-41,891,3,1080,35,87,165,68,157,273,135,4.2861,2007,Passenger Car,Deployed,1,Male,Front
0,1420,-3,-16,115,5,930,35,64,,,154,272,145,4.1888,2001,Passenger Car,Not Deployed,1,Female,Front
0,1180,0,-20,266,2,1300,25,18,168,61,147,260,135,3.822,2005,Passenger Car,Deployed,1,Male,Front
0,1260,5,26,405,5,1600,60,23,,,151,265,325,4.0015,2006,Passenger Car,Not Deployed,1,Male,Rear
0,1200,0,25,350,6,1290,60,27,168,82,145,248,315,3.596,2003,Passenger Car,Deployed,1,Female,Rear
0,1340,-14,-2,55,5,2270,40,27,,,151,270,215,4.077,2008,Passenger Car,Not Deployed,1,Female,Right
0,2270,3,-8,193,3,1340,35,47,191,100,166,330,115,5.478,2000,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1120,0,-19,106,4,1540,60,18,173,53,146,246,135,3.5916,2001,Passenger Car,Deployed,1,Female,Front
0,1180,-9,2,33,3,1070,,28,,,147,260,235,3.822,2007,Passenger Car,Not Deployed,1,Female,Right
0,1850,,,,4,2140,,46,,,163,282,165,4.5966,2006,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1580,0,-51,333,5,1280,60,47,160,104,158,287,135,4.5346,2000,Passenger Car,Deployed,1,Female,Front
0,2320,,,,1,,45,61,178,98,165,404,135,6.666,2002,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1750,0,-89,3555,3,1260,70,53,,,154,291,135,4.4814,2001,Passenger Car,Deployed,1,Female,Front
0,1260,21,-121,1017,3,1750,70,24,168,68,151,265,125,4.0015,2006,Passenger Car,Deployed,1,Female,Front
0,1410,0,51,2554,6,1540,35,19,183,64,149,252,315,3.7548,2004,Passenger Car,Not Deployed,1,Male,Rear
0,1870,,,,2,2350,30,48,175,145,162,307,135,4.9734,2003,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1500,0,22,341,2,1870,30,46,163,54,173,262,315,4.5326,2000,Truck (<=6000 lbs.),Not Deployed,1,Female,Rear
0,1730,0,-45,2268,7,1630,35,40,,,157,272,135,4.2704,2002,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1630,0,-45,853,7,1730,35,65,180,116,156,262,135,4.0872,2007,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1580,-9,-8,188,5,1700,25,38,175,82,159,272,185,4.3248,2005,Passenger Car,Not Deployed,1,Male,Front
0,1700,11,-61,1948,2,1600,30,53,,,152,283,125,4.3016,2000,Passenger Car,Deployed,1,Male,Front
0,2180,-6,-16,534,7,1410,40,51,188,95,157,278,155,4.3646,2007,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,2590,0,-26,705,4,2430,30,42,170,76,170,302,135,5.134,2005,Truck (<=10000 lbs.),Deployed,1,Female,Front
0,1650,,,,4,2590,30,,,,156,262,135,4.0872,2008,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,1830,-13,-8,409,3,1190,30,59,165,72,157,272,195,4.2704,2004,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,1190,19,-11,338,6,1830,30,36,180,95,149,261,75,3.8889,2008,Passenger Car,Deployed,1,Female,Front
0,2150,0,43,1191,2,1870,30,20,,,157,295,315,4.6315,2002,Truck (<=10000 lbs.),Not Deployed,0,Male,Rear
0,1260,16,-6,297,7,2150,30,26,,,147,260,65,3.822,2004,Passenger Car,Not Deployed,1,Male,Front
0,1470,2,-10,100,2,1440,25,58,185,91,149,252,125,3.7548,2005,Truck (<=6000 lbs.),Not Deployed,1,Male,Front
0,1630,0,-13,128,2,,35,83,173,73,157,287,135,4.5059,2001,Passenger Car,Deployed,1,Male,Front
0,1940,-14,-8,545,2,1390,25,40,168,59,168,303,195,5.0904,2004,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,1390,12,-20,79,2,1940,25,67,157,72,150,251,105,3.765,2006,Passenger Car,Deployed,1,Female,Front
0,1500,0,-15,146,3,1430,60,62,163,64,153,265,135,4.0545,2003,Passenger Car,Not Deployed,1,Male,Front
0,1640,,,,2,1750,30,17,178,78,153,265,135,4.0545,2005,Passenger Car,Deployed,1,Male,Front
0,2130,6,-7,128,2,1590,25,42,183,82,173,275,95,4.7575,2007,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1590,-4,-11,90,2,2130,30,42,,,152,283,155,4.3016,2000,Passenger Car,Deployed,1,Female,Front
0,1560,17,-29,447,5,2200,30,18,163,57,154,272,105,4.1888,2003,Passenger Car,Not Deployed,1,Female,Left
0,2200,-22,-12,1771,5,1560,30,28,178,102,170,368,195,6.256,2006,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1260,16,-19,323,4,1240,30,18,163,63,152,265,95,4.028,2008,Passenger Car,Deployed,1,Female,Front
0,1760,9,-3,163,2,2030,25,48,180,70,156,276,65,4.3056,2004,Passenger Car,Not Deployed,1,Male,Front
0,2030,-2,-7,90,2,1760,25,34,163,77,168,300,155,5.04,2004,Truck (<=6000 lbs.),Not Deployed,1,Male,Right
0,1530,-10,-17,213,4,1260,30,61,155,83,156,277,165,4.3212,2000,Passenger Car,Deployed,1,Female,Front
0,1310,-10,-12,340,3,1890,30,50,165,68,150,270,175,4.05,2007,Passenger Car,Deployed,1,Female,Front
0,1890,8,-7,90,3,1310,30,43,168,64,155,272,85,4.216,2005,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,1460,,,,2,1250,25,68,,,154,270,155,4.158,2004,Passenger Car,Not Deployed,1,Female,Front
0,2170,3,-17,299,3,1130,30,42,168,70,170,296,125,5.032,2004,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1500,8,-21,366,3,,50,59,168,66,155,272,115,4.216,2001,Passenger Car,Deployed,1,Female,Front
0,1310,,,,2,1090,30,43,,,150,270,175,4.05,2007,Passenger Car,Not Deployed,1,Female,Right
0,1950,,,,4,1810,25,38,,,168,300,125,5.04,2001,Truck (<=6000 lbs.),Deployed,1,Female,Left
0,1630,,,,3,1520,40,54,180,77,153,285,335,4.3605,2007,Passenger Car,Not Deployed,1,Male,Left
0,1160,,,,4,,40,23,183,84,147,260,335,3.822,2004,Passenger Car,Not Deployed,1,Male,Left
0,1290,0,-12,76,3,1060,35,30,178,91,151,260,135,3.926,2005,Passenger Car,Not Deployed,1,Female,Front
0,1490,,,,5,,60,43,155,88,148,252,,3.7296,2006,Truck (<=6000 lbs.),Not Deployed,1,Female,
0,2320,-3,-19,358,4,1300,30,51,178,82,167,364,145,6.0788,2005,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1450,,,,2,1890,25,24,168,61,147,253,95,3.7191,2004,Passenger Car,Not Deployed,1,Male,Left
0,1270,,,,4,1420,30,72,157,71,154,265,135,4.081,2008,Passenger Car,Deployed,1,Female,Front
0,1500,-4,-11,157,5,1590,35,29,,,139,312,155,4.3368,2002,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,1590,2,-11,111,5,1500,35,19,,,154,285,125,4.389,2006,Passenger Car,Not Deployed,1,Male,Front
0,1070,9,-24,269,6,1970,35,57,,,145,237,115,3.4365,2006,Passenger Car,Deployed,1,Female,Front
0,1480,-2,-12,89,2,1200,35,47,175,77,153,267,145,4.0851,2007,Passenger Car,Deployed,1,Male,Front
0,1350,-2,-10,74,5,1500,35,54,173,73,152,268,145,4.0736,2007,Passenger Car,Not Deployed,1,Male,Front
0,1470,-10,-6,151,3,1420,30,33,180,94,152,275,195,4.18,2001,Passenger Car,Not Deployed,1,Male,Right
0,1790,-3,-15,255,6,1700,30,23,183,77,156,276,145,4.3056,2001,Passenger Car,Not Deployed,1,Male,Right
0,1100,8,-7,93,2,1450,30,33,168,57,147,261,85,3.8367,2001,Passenger Car,Not Deployed,1,Female,Left
0,2400,,,,5,960,30,55,183,104,174,351,105,6.1074,2008,Truck (<=10000 lbs.),Not Deployed,1,Male,Left
0,2180,,,,4,1350,30,30,173,105,163,291,145,4.7433,2008,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1380,0,-8,17,4,1030,45,44,180,79,150,251,135,3.765,2002,Passenger Car,Not Deployed,1,Male,Front
0,1890,10,-12,62,2,1230,30,55,,,151,267,95,4.0317,2001,Truck (<=6000 lbs.),Not Deployed,0,Male,Left
0,1190,,,,4,,35,27,183,100,149,261,165,3.8889,2009,Passenger Car,Deployed,1,Male,Front
0,2150,,,,2,,30,15,,,160,334,145,5.344,2005,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1180,-14,-12,172,6,1530,30,25,165,59,147,260,185,3.822,2007,Passenger Car,Not Deployed,1,Male,Right
0,1530,4,-12,112,6,1180,30,19,188,88,154,265,115,4.081,2007,Passenger Car,Not Deployed,1,Male,Front
0,1700,,,,3,1390,30,38,180,79,158,272,325,4.2976,2006,Truck (<=6000 lbs.),Not Deployed,1,Male,Left
0,1500,,,,4,1460,30,54,178,77,146,252,145,3.6792,2002,Truck (<=6000 lbs.),Not Deployed,1,Male,Right
0,1460,,,,2,1500,35,59,157,51,154,272,55,4.1888,2004,Passenger Car,Not Deployed,1,Female,Front
0,2400,,,,4,1200,60,51,170,73,174,351,315,6.1074,2006,Truck (<=10000 lbs.),Not Deployed,1,Male,Rear
0,1480,,,,2,1160,30,57,173,68,153,258,155,3.9474,2007,Passenger Car,Not Deployed,1,Female,Right
0,1910,11,-4,92,2,1330,30,36,,,153,265,65,4.0545,2004,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,1470,0,-22,263,5,1880,60,31,,,148,252,135,3.7296,2006,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1880,0,17,252,5,1470,60,42,163,54,142,272,315,3.8624,2001,Truck (<=6000 lbs.),Not Deployed,1,Female,Rear
0,1350,0,-13,65,5,2200,30,23,180,91,147,267,135,3.9249,2004,Passenger Car,Not Deployed,1,Male,Front
0,1560,15,-5,140,2,1270,30,21,157,54,154,262,65,4.0348,2003,Truck (<=6000 lbs.),Not Deployed,1,Female,Left
0,1270,-6,-18,263,2,1560,30,25,157,66,154,265,155,4.081,2008,Passenger Car,Deployed,1,Female,Front
0,1930,,,,2,1870,30,53,180,78,155,333,315,5.1615,2000,Truck (<=6000 lbs.),Not Deployed,1,Male,Rear
0,1870,,,,2,1930,30,26,178,77,164,291,135,4.7724,2007,Passenger Car,Deployed,1,Male,Front
0,1620,6,-8,89,2,1430,35,21,163,59,154,262,95,4.0348,2006,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,1250,,,,2,1150,25,26,160,57,152,264,,4.0128,2005,Passenger Car,Not Deployed,1,Female,
0,1460,22,-59,2655,5,2370,40,22,,,156,272,115,4.2432,2007,Passenger Car,Deployed,1,Female,Front
0,2370,-7,-39,1843,5,1460,40,30,163,66,168,330,145,5.544,2003,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,2010,,,,2,,25,35,,,170,270,145,4.59,2006,Truck (<=6000 lbs.),Not Deployed,1,Male,Right
0,1430,-4,-20,92,5,1840,35,28,157,50,155,274,145,4.247,2007,Passenger Car,Deployed,1,Female,Front
0,1840,15,-3,300,2,1430,35,66,175,82,164,291,,4.7724,2003,Passenger Car,Not Deployed,1,Male,
0,1460,0,-12,96,4,2260,30,25,191,88,153,258,135,3.9474,2006,Passenger Car,Not Deployed,1,Male,Front
0,1300,6,-7,57,2,1830,30,35,168,100,150,259,95,3.885,2007,Passenger Car,Not Deployed,1,Female,Left
0,1940,5,-14,228,5,1420,35,38,157,48,168,300,115,5.04,2001,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1640,0,12,87,3,1270,25,62,,,155,262,315,4.061,2008,Truck (<=6000 lbs.),Not Deployed,1,Female,Rear
0,1510,,,,4,1260,60,42,173,68,148,273,315,4.0404,2002,Passenger Car,Not Deployed,1,Female,Rear
0,1200,2,-14,76,4,1940,30,45,170,75,147,253,125,3.7191,2004,Passenger Car,Deployed,1,Male,Front
0,1610,0,-12,107,2,,35,32,173,84,153,288,135,4.4064,2005,Passenger Car,Not Deployed,1,Male,Front
0,1450,-10,-16,325,2,1360,30,36,165,50,146,248,165,3.6208,2002,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1610,,,,3,1260,50,26,180,79,152,265,325,4.028,2008,Passenger Car,Not Deployed,1,Male,Rear
0,2710,,,,4,1310,60,75,168,91,167,330,135,5.511,2004,Truck (<=10000 lbs.),Not Deployed,1,Female,Front
0,1710,4,-12,114,2,1570,25,24,,,148,320,115,4.736,2008,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1570,-12,-4,123,2,1710,25,38,168,50,155,263,205,4.0765,2006,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,2490,,,,3,1000,30,20,178,75,162,285,95,4.617,2004,Truck (<=10000 lbs.),Not Deployed,1,Male,Left
0,1400,0,-12,127,2,1140,45,79,152,79,148,262,135,3.8776,2006,Passenger Car,Not Deployed,1,Female,Front
0,1890,0,-20,305,2,1710,45,54,,,153,280,135,4.284,2007,Truck (<=6000 lbs.),Not Deployed,1,Male,Front
0,1140,-13,-5,160,2,1350,40,46,168,91,147,262,205,3.8514,2005,Passenger Car,Not Deployed,1,Female,Right
0,1560,14,-38,156,4,1990,40,45,180,66,151,270,115,4.077,2004,Passenger Car,Deployed,1,Female,Front
0,1580,5,-14,132,2,1710,30,69,183,88,157,279,,4.3803,2004,Passenger Car,Not Deployed,1,Male,Front
0,1460,-4,-24,114,2,1150,40,20,178,82,148,262,145,3.8776,2008,Passenger Car,Deployed,1,Male,Front
0,1150,5,-31,797,2,1460,40,19,163,64,144,248,125,3.5712,2007,Passenger Car,Deployed,1,Female,Front
0,1400,,,,2,,40,78,180,79,154,272,135,4.1888,2002,Passenger Car,Deployed,1,Male,Front
0,1480,0,-27,348,2,1080,55,23,191,109,145,261,135,3.7845,2002,Passenger Car,Deployed,1,Male,Front
0,1080,0,34,714,2,1480,55,31,173,109,143,244,315,3.4892,2002,Passenger Car,Not Deployed,1,Male,Rear
0,1380,0,-22,92,2,1490,40,21,,,150,272,135,4.08,2000,Passenger Car,Not Deployed,1,Female,Front
0,1940,0,-19,255,2,1690,35,47,180,85,168,300,135,5.04,2001,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1690,0,-23,456,2,1940,35,57,155,50,160,305,135,4.88,2008,Passenger Car,Deployed,1,Female,Front
0,2740,-14,-23,1193,3,1950,55,47,183,122,173,352,165,6.0896,2001,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1500,,,,2,,30,38,185,88,157,276,215,4.3332,2007,Passenger Car,Not Deployed,1,Male,Right
0,1330,-48,-17,2895,2,1140,45,18,155,55,154,272,205,4.1888,2000,Passenger Car,Deployed,1,Female,Right
0,1820,23,-19,1019,2,1600,35,55,168,,158,280,85,4.424,2006,Passenger Car,Not Deployed,1,Female,Left
0,1600,-6,-33,520,2,1820,55,58,183,86,152,270,145,4.104,2007,Passenger Car,Deployed,1,Male,Front
0,1480,,,,2,1510,55,25,183,82,149,254,,3.7846,2006,Passenger Car,Not Deployed,1,Male,Right
0,1460,0,-10,19,2,1830,45,71,,75,153,270,135,4.131,2004,Passenger Car,Not Deployed,1,Female,Front
0,1830,7,-2,92,2,1460,35,28,185,93,162,290,65,4.698,2006,Passenger Car,Not Deployed,1,Male,Left
0,1420,,,,2,,45,65,150,59,152,263,135,3.9976,2007,Passenger Car,Not Deployed,1,Female,Front
0,1380,33,-6,1151,2,1310,25,52,,70,151,249,55,3.7599,2001,Truck (<=6000 lbs.),Not Deployed,0,Female,Left
0,1150,,,,4,1340,30,50,160,,146,247,,3.6062,2004,Passenger Car,Not Deployed,1,Female,Right
0,2520,4,-22,564,2,1330,40,35,170,73,173,330,,5.709,2007,Truck (<=10000 lbs.),Deployed,1,Female,Front
0,1630,-17,-29,1641,2,1750,55,45,168,76,155,271,165,4.2005,2002,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,2190,3,-9,193,5,1110,30,58,173,109,171,352,115,6.0192,2001,Truck (<=10000 lbs.),Not Deployed,1,Male,Front
0,1160,19,3,218,2,1160,45,79,,,149,262,35,3.9038,2001,Passenger Car,Not Deployed,1,Male,Left
0,1160,3,-19,151,2,1160,55,38,152,70,149,262,125,3.9038,2002,Passenger Car,Deployed,1,Female,Front
0,1840,-19,-16,185,3,2020,55,46,185,95,162,284,185,4.6008,2005,Passenger Car,Deployed,1,Male,Right
0,2020,15,-18,1162,4,1840,55,34,155,57,169,270,95,4.563,2003,Truck (<=6000 lbs.),Deployed,1,,Front
0,1270,0,-24,268,2,1630,35,43,,,147,259,135,3.8073,2005,Passenger Car,Not Deployed,1,Female,Front
0,1160,0,-27,168,2,1640,55,31,,68,147,262,135,3.8514,2002,Passenger Car,Not Deployed,1,Female,Front
0,1450,3,-19,164,2,1310,45,61,170,70,147,237,125,3.4839,2001,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1620,4,-23,450,4,1510,55,61,,,147,320,125,4.704,2000,Truck (<=6000 lbs.),Deployed,1,Male,Front
0,1570,0,-13,262,2,1290,30,21,,,151,285,135,4.3035,2003,Passenger Car,Deployed,1,Male,Front
0,1850,,,,3,1450,35,38,183,104,151,269,,4.0619,2002,Truck (<=6000 lbs.),Not Deployed,1,Female,
0,1200,13,-11,301,2,1810,,38,170,,147,253,85,3.7191,2005,Passenger Car,Deployed,1,Female,Front
0,1810,-6,-10,54,4,1200,30,58,155,64,161,288,165,4.6368,2005,Truck (<=6000 lbs.),Not Deployed,1,Female,Right
0,1520,0,-12,83,2,1970,30,28,,,155,270,135,4.185,2004,Passenger Car,Not Deployed,1,Male,Front
0,1710,-2,-9,112,2,1270,55,57,180,94,158,258,145,4.0764,2007,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
0,1880,24,-14,1069,2,1880,0,64,,,158,293,75,4.6294,2002,Passenger Car,Not Deployed,0,Female,Left
0,1240,19,-7,325,2,1400,,58,168,82,154,265,65,4.081,2008,Passenger Car,Not Deployed,1,Female,Left
0,1200,,,,2,,0,34,157,102,148,261,85,3.8628,2002,Passenger Car,Not Deployed,1,Female,Front
0,1260,2,-11,88,2,1260,45,21,165,57,145,264,125,3.828,2004,Passenger Car,Deployed,1,Female,Front
0,1260,-6,-10,86,2,1260,45,69,160,59,150,251,165,3.765,2000,Passenger Car,Not Deployed,1,Female,Right
0,1910,,,,2,,30,60,183,118,153,265,,4.0545,2003,Truck (<=6000 lbs.),Not Deployed,1,Male,
0,2550,0,-11,190,4,1310,45,51,,,174,351,135,6.1074,2002,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1670,0,31,915,2,2570,55,40,193,95,158,258,315,4.0764,2008,Truck (<=6000 lbs.),Not Deployed,1,Male,Rear
0,2570,0,-21,311,2,1670,55,46,,,170,302,135,5.134,2003,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1780,,,,5,,40,50,160,54,161,285,105,4.5885,2000,Truck (<=6000 lbs.),Not Deployed,1,Female,Front
1,1290,28,-76,4616,2,1550,55,55,185,105,153,265,115,4.0545,2007,Passenger Car,Deployed,1,Male,Front
0,1160,0,45,792,2,1500,55,20,,,147,267,315,3.9249,2000,Passenger Car,Not Deployed,1,Female,Rear
0,1760,,,,3,1710,40,36,173,79,151,269,115,4.0619,2000,Truck (<=6000 lbs.),Not Deployed,1,Male,Left
0,1710,,,,5,1760,40,18,163,54,158,272,145,4.2976,2003,Truck (<=6000 lbs.),Deployed,1,Female,Front
0,1180,-12,-66,672,2,2220,45,23,165,51,149,262,145,3.9038,2002,Passenger Car,Deployed,0,Female,Front
0,2220,6,-34,2645,2,1180,45,53,180,95,153,282,125,4.3146,2002,Truck (<=10000 lbs.),Deployed,1,Male,Front
0,1580,5,-15,438,2,1600,55,65,175,100,157,282,115,4.4274,2008,Passenger Car,Deployed,1,Male,Front
0,1160,14,-23,350,3,1720,55,24,,84,147,262,105,3.8514,2000,Passenger Car,Deployed,1,Female,Front
0,1360,-36,-6,534,2,1110,55,24,160,52,148,262,215,3.8776,2005,Passenger Car,Deployed,1,Female,Right
0,1460,-13,-36,893,4,1060,45,20,,,149,256,155,3.8144,2003,Passenger Car,Deployed,1,Female,Front
1,1060,39,-33,1344,2,1460,30,26,183,82,147,262,85,3.8514,2001,Passenger Car,Deployed,1,Male,Left
0,1350,,,,2,,30,53,180,73,151,270,135,4.077,2006,Passenger Car,Not Deployed,1,Male,Front
0,1780,22,-8,635,1,1670,30,24,183,79,164,291,65,4.7724,2000,Passenger Car,Not Deployed,1,Male,Left
0,2250,,,,1,1490,30,43,188,132,163,300,185,4.89,2005,Truck (<=10000 lbs.),Not Deployed,1,Male,Right
0,1590,0,19,359,6,1470,30,30,168,100,152,283,,4.3016,2001,Passenger Car,Not Deployed,1,Male,
0,1470,0,-21,150,6,1590,30,35,,,153,270,135,4.131,2003,Passenger Car,Not Deployed,1,Male,Front
0,2100,0,-12,129,1,2480,50,35,160,73,156,289,135,4.5084,2008,Truck (<=10000 lbs.),Not Deployed,1,Female,Front
0,1820,0,-13,122,3,1060,50,25,,,163,286,135,4.6618,2007,Truck (<=6000 lbs.),Deployed,0,Male,Front
0,1380,,,,4,1620,30,46,168,61,155,272,185,4.216,2001,Passenger Car,Not Deployed,1,Male,Right
0,1210,14,-2,221,1,1770,30,27,,,145,264,55,3.828,2001,Passenger Car,Deployed,1,Female,Left
0,1210,,,,2,,30,39,,,145,264,65,3.828,2001,Passenger Car,Deployed,1,Female,Left
0,2510,,,,2,1870,30,32,,,173,394,,6.8162,2005,Truck (<=10000 lbs.),Not Deployed,,Male,Front
0,1760,12,-22,306,2,1710,30,42,,,159,305,105,4.8495,2000,Truck (<=6000 lbs.),Deployed,1,Female,Front
